Melyik filmet rendezte Alan J. Pakula?;A Pelikán-ügyirat;Robin Hood, a tolvajok fejedelme;Híd a Kwai folyón;Az utolsó híd;1
Melyik filmet rendezte Mel Gibson?;Az arc nélküli ember;Ének az esoben;Esoember;A menyasszony apja;1
Melyik filmet rendezte Andrew Fleming?;Kleopátra;Édeshármas;Harmadik típusú találkozások;Taxisofor;2
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Aldo Fabrizi;George Barnes;Richard Bohringer;Robert De Niro;2
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Guy Decomble;Mori Maszajuki;Mary Pickford;Tadeusz Gwiezdowski;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Alekszandr Csisztyakov;Leonyid Kmit;Lilian Gish;I. Visnyak;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Bibi Andersson;Gloria Swanson;Roland Bertin;Sean Connery;2
Az alábbiak közül ki szerepelt a következo német filmben?;Max Schrek;John Wayne;Michael Douglas;Robin Williams;1
Az alábbiak közül ki szerepelt a következo német filmben?;Robert Hossein;Teresa Wright;Timothy Hutton;Emil Jannings;4
Az alábbiak közül ki szerepelt a következo szovjet-orosz filmben?;Alekszandr Antonov;Jacques Dufilho;Fay Wray;Laurence Olivier;1
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Yaphet Kotto;Jeanette Macdonald;Victor Sjöström;James Mason;2
Az alábbiak közül ki szerepelt a következo angol filmben?;Charles Laughton;Mark Hamill;Paul Henreid;Lauren Bacall;1
Az alábbiak közül ki szerepelt a következo szovjet-orosz filmben?;Lee van Cleef;Stanley Tucci;Liam Neeson;Borisz Babocskin;4
Az alábbiak közül ki szerepelt a következo francia filmben?;Gustavo Serena;Reni Santoni;Charlton Heston;Jean Gabin;4
Az alábbiak közül ki szerepelt a következo német filmben?;Joseph Cotten;Olivia Newton-John;Otto Gebühr;Michael Hordern;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Patricia Collinge;Maria Schneider;Pola Negri;Alan Bates;1
Az alábbiak közül ki szerepelt a következo angol filmben?;Lana Turner;Conrad Veidt;Rita Gam;André Liabel;1
Az alábbiak közül ki szerepelt a következo angol filmben?;Maria Schell;John Mills;Jacques Perrin;Karl Malden;2
Az alábbiak közül ki szerepelt a következo angol filmben?;Nyikolaj Ohlopkov;Laurence Olivier;Jacques Dufilho;James Stewart;2
Az alábbiak közül ki szerepelt a következo angol filmben?;Alec Guinnes;Lara Flynn Boyle;Ying Roucheng;Laura Dern;1
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Michel Galabru;Jonathan Pryce;Karlheinz Böhm;Spencer Tracy;4
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Pierre Batcheff;Gene Kelly;Marlon Brando;Mary Marquet;2
Az alábbiak közül ki szerepelt a következo olasz filmben?;Stanley Holloway;Kenneth Branagh;Paolo Bonacelli;Oskar Werner;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Lianella Carell;Al Pacino;Jean Marais;Bibi Andersson;2
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Gérard Depardieu;Jane Fonda;Anne Brochet;Kjó Macsiko;2
Az alábbiak közül ki szerepelt a következo NSZK-francia filmben?;Tami Stronach;Ke Huy Quan;Klaus Kinski;Kay Walsh;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Jessica Lange;Margot Kidder;Fudzsi Tacuja;Salvador Dalí;1
Az alábbiak közül ki szerepelt a következo francia filmben?;Arnold Schwarzenegger;Karl Malden;Jean-Paul Belmondo;Rory Calhoun;3
Az alábbiak közül ki szerepelt a következo angol filmben?;Carl Miller;Grigorij Alekszandrov;Ben Kingsley;Al Pacino;3
Az alábbiak közül ki szerepelt a következo NSZK filmben?;Barret Oliver;Michel Blanc;Mitchael Kitchen;Alec Guinnes;1
Az alábbiak közül ki szerepelt a következo francia filmben?;Paul Newman;Michel Boujenah;John Williams;John Heard;2
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Claudia Cardinale;Willem Dafoe;Bibi Andersson;Dirk Bogarde;2
Az alábbiak közül ki szerepelt a következo francia filmben?;Peter Weller;Robert Morley;Willem Dafoe;Gérard Depardieu;4
Az alábbiak közül ki szerepelt a következo ausztrál filmben?;Dan O'Herlihy;Sean Young;Nicolas Cage;Paul Hogan;4
Az alábbiak közül ki szerepelt a következo finn-svéd filmben?;Barry Miller;Judy Garland;Matti Pellonpaa;Robert Duvall;3
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Marlon Brando;Gustav Fröhlich;Pola Negri;Kevin Costner;4
Az alábbiak közül ki szerepelt a következo amerikai filmben?;Szerafima Birman;Eileen Herlie;Jeremy Irons;Juliette Lewis;4
Az alábbiak közül ki szerepelt a következo angol-amerikai filmben?;Karen Allen;Nyikolaj Ohlopkov;Robert De Niro;Colin Friels;4
Ki rendezte a következo filmet: Utazás a Holdba?;Roman Polanski;David Lean;Penelope Spheeris;Georges Méliés;4
Ki rendezte a következo filmet: Angyalka?;Mervyn Le Roy;Urban Gad;Cecil B. De Mille;John Badman;2
Ki rendezte a következo filmet: Kohn, a bevándorló?;Joel Schumacher;Peter Brook;Mack Sennett;Robert Wise;3
Ki rendezte a következo filmet: Nyomorultak?;Francois Truffaut;Alfred Hitchcock;Albert Capellani;Luc Besson;3
Ki rendezte a következo filmet: Hamlet?;Claude Lelouch;Richard Lester;Gilbert M. Anderson;Svend Gade;4
Ki rendezte a következo filmet: A kölyök?;Ken Annakin;Charlie Chaplin;Curtis Hanson;Mick Jackson;2
Ki rendezte a következo filmet: A gyilkos arany?;Terry Gilliam;Luchino Visconti;Erich von Stroheim;Mark Rydell;3
Ki rendezte a következo filmet: Tízparancsolat?;Friedrich Wilhelm Murnau;Terry Gilliam;Marco Ferreri;Cecil B. De Mille;4
Ki rendezte a következo filmet: A bánatos utca?;Stanley Kubrick;Ivan Reitman;Elia Kazan;Georg Wilhelm Pabst;4
Ki rendezte a következo filmet: Aranyláz?;Joe Dante;Howart Hawks;Tay Garnett;Charles Chaplin;4
Ki rendezte a következo filmet: Napóleon?;Abel Gance;Oliver Stone;William Wyler;Ingmar Bergman;1
Ki rendezte a következo filmet: Egy elveszett no naplója?;Leo McCarey;Georg Wilhelm Pabst;Ted Kotcheff;Fred Zinnemann;2
Ki rendezte a következo filmet: Frankeistein?;Paul Verhoeven;James Whale;Alfred Hitchcock;Terry Gilliam;2
Ki rendezte a következo filmet: Dracula?;Francis F. Coppola;Amy Heckerling;Tod Browning;Federico Fellini;3
Ki rendezte a következo filmet: VIII. Henrik magánélete?;Edwin S. Porter;Carol Reed;Constantin Costa-Gravas;Korda Sándor;4
Ki rendezte a következo filmet: Csapajev?;Robert Wise;Barbra Streisand;Szergej Vasziljev;Ron Howard;3
Ki rendezte a következo filmet: A Bounty lázadói?;Steven Spielberg;Frank Lloyd;Orson Welles;Robert Altman;2
Ki rendezte a következo filmet: A besúgó?;John Ford;Alfred Hitchcock;John Badman;Martin Scorsese;1
Ki rendezte a következo filmet: A berlini olimpia?;Roberto Rossellini;Leni Riefenstahl;Fred Zinnemann;Richard Marquand;2
Ki rendezte a következo filmet: Jezabel?;Ernst Lubitsch;William Wyler;Ridley Scott;Robert Benton;2
Ki rendezte a következo filmet: Ninocska?;John Huston;Amy Heckerling;Ernst Lubitsch;Stanley Kramer;3
Ki rendezte a következo filmet: A Manderley-ház asszonya?;Terry Gilliam;Luchino Visconti;Alfred Hitchcock;Terry Jones;3
Ki rendezte a következo filmet: Philadelphiai történet?;George Roy Hill;Lewis Milestone;George Cukor;Milos Forman;3
Ki rendezte a következo filmet: Macska a forró házteton?;Richard Brooks;Joel Schumacher;Peter Brook;Stanley Kubrick;1
Ki rendezte a következo filmet: Pizsamajáték?;Ernst Lubitsch;Michael Gordon;Milos Forman;Ridley Scott;2
Ki rendezte a következo filmet: Négyszáz csapás?;Francois Truffaut;Alan J. Pakula;Bob Fosse;Cecil B. De Mille;1
Ki rendezte a következo filmet: Rocco és fivérei?;Federico Fellini;Woody Allen;Karl Hartl;Luchino Visconti;4
Ki rendezte a következo filmet: Az éjszaka?;Georg Wilhelm Pabst;Marco Ferreri;Michelangelo Antonioni;Lewis Milestone;3
Ki rendezte a következo filmet: West Side Story?;Robert Wise;Robert Zemeckis;David Lean;Harold Ramis;1
Ki rendezte a következo filmet: Madarak?;John Badman;Mervyn Le Roy;Vszevolod Pudovkin;Alfred Hitchcock;4
Ki rendezte a következo filmet: Irma, te édes?;Garry Marshall;Bruce Beresford;Billy Wilder;Alfred Hitchcock;3
Ki rendezte a következo filmet: A legyek ura?;Stephen Frears;Fred Zinnemann;Kuroszava Akira;Peter Brook;4
Ki rendezte a következo filmet: Doktor Zsivago?;Richard Lester;Paul Verhoeven;Robert Stevenson;David Lean;4
Ki rendezte a következo filmet: Azok a csodálatos férfiak?;Giuseppe Tornatore;Elia Kazan;Walter Hill;Ken Annakin;4
Ki rendezte a következo filmet: A kém, aki a hidegbol jött?;Ernst Lubitsch;George Lucas;Martin Ritt;Georg Wilhelm Pabst;3
Ki rendezte a következo filmet: Szigorúan ellenorzött vonatok?;Andrew Fleming;David Lean;Mike Nichols;Jiri Menzel;4
Ki rendezte a következo filmet: Funny Girl?;William Wyler;Steven Spielberg;Martin Scorsese;Alfred Hitchcock;1
Ki rendezte a következo filmet: Háború és béke?;Szergej Bandarcsuk;Fred Niblo;Peter Bogdanovich;Jim Sharman;1
Ki rendezte a következo filmet: Oliver?;Gene Kelly;Carol Reed;Mervyn Le Roy;Tony Scott;2
Ki rendezte a következo filmet: A lovakat lelövik, ugye??;Sidney Pollack;Robert Wiene;Czinner Pál;Alan J. Pakula;1
Ki rendezte a következo filmet: Ryan leánya?;David Lean;Otto Preminger;Elia Kazan;Ivan Reitman;1
Ki rendezte a következo filmet: Piszkos Harry?;Sandy Kroopf;Jean Cocteau;Don Siegel;Vittorio De Sica;3
Ki rendezte a következo filmet: Mi van, doki??;Milos Forman;Lewis Milestone;Szergej Eizenstein;Peter Bogdanovich;4
Ki rendezte a következo filmet: A nagy zabálás?;Robert Siodmak;Steven Spielberg;Marco Ferreri;David Cronenberg;3
Ki rendezte a következo filmet: Ilyenek voltunk?;Allan Dwan;Bernardo Bertolucci;Sidney Pollack;Steven Spielberg;3
Ki rendezte a következo filmet: Rocky Horror Show?;Jim Sharman;Edwin S. Porter;William Wyler;Sidney Pollack;1
Ki rendezte a következo filmet: Gyalog-galopp?;Robert Redford;George Stevens;William Dieterle;Terry Gilliam;4
Ki rendezte a következo filmet: Taxisofor?;Friedrich Wilhelm Murnau;Martin Scorsese;Alan J. Pakula;Stanley Kubrick;2
Ki rendezte a következo filmet: Az elnök emberei?;Elia Kazan;Alan J. Pakula;Paul Verhoeven;Ivan Reitman;2
Ki rendezte a következo filmet: Annie Hall?;Martin Scorsese;Woody Allen;Charles Chaplin;Guy Hamilton;2
Ki rendezte a következo filmet: Szombat esti láz?;Francois Truffaut;John Badman;Jean-Paul Rappeneau;Robert Rossen;2
Mikor készült a következo film: Oz, a csodák csodája?;1939;1970;1920;1908;1
Mikor készült a következo film: Érik a gyümölcs?;1940;1948;1982;1984;1
Mikor készült a következo film: Aranypolgár?;1967;1994;1941;1913;3
Mikor készült a következo film: Gyanakvó szerelem?;1941;1963;1961;1993;1
Mikor készült a következo film: A törvényenkívüli?;1943;1994;1965;1966;1
Mikor készült a következo film: Az Operaház fantomja?;1992;1943;1960;1962;2
Mikor készült a következo film: Martinique?;1944;1947;1984;1948;1
Mikor készült a következo film: A hetedik kereszt?;1981;1942;1939;1944;4
Mikor készült a következo film: A gyilkosok?;1988;1954;1946;1989;3
Mikor készült a következo film: Sötét  átjáró?;1980;1947;1937;1978;2
Mikor készült a következo film: Hamlet?;1948;1959;1990;1957;1
Mikor készült a következo film: Twist Olivér?;1939;1941;1980;1948;4
Mikor készült a következo film: Stromboli?;1927;1972;1949;1974;3
Mikor készült a következo film: Sámson és Delila?;1949;1991;1958;1960;1
Mikor készült a következo film: Királylány a feleségem?;1994;1964;1951;1966;3
Mikor készült a következo film: Idegenek a vonaton?;1991;1951;1963;1992;2
Mikor készült a következo film: Viva Zapata!?;1943;1980;1940;1952;4
Mikor készült a következo film: Ének az esoben?;1926;1952;1973;1925;2
Mikor készült a következo film: A rakparton?;1977;1979;1935;1954;4
Mikor készült a következo film: Rossz nap Black Rockban?;1955;1958;1956;1989;1
Mikor készült a következo film: Sissi?;1979;1955;1943;1940;2
Mikor készült a következo film: 80 nap alatt a Föld körül?;1994;1956;1913;1968;2
Mikor készült a következo film: Macska a forró házteton?;1967;1994;1965;1958;4
Mikor készült a következo film: Lakóhajó?;1957;1990;1989;1958;4
Mikor készült a következo film: Lánglovagok?;1949;1984;1947;1991;4
Mikor készült a következo film: Wayne világa?;1987;1986;1992;1950;3
Mikor készült a következo film: Összeomlás?;1993;1973;1971;1921;1
Mikor készült a következo film: Schindler listája?;1989;1955;1990;1994;4
Mikor készült a következo film: Ponyvaregény?;1903;1966;1993;1994;4
Mikor készült a következo film: Csupasz pisztoly 33 1/3-Az utolsó merénylet?;1994;1973;1972;1924;1
Hova torkollik következo folyó: Yukon?;Balti-tenger;Fekete-tenger;Amazonas;Csendes-óceán;4
Hova torkollik következo folyó: Rio Grande?;Mexikói-öböl;Ob-Irtis;Amazonas;Balti-tenger;1
Hova torkollik következo folyó: Savannah?;Mississippi;Atlanti-óceán;Missouri;Niger;2
Hova torkollik következo folyó: Yellowstone?;Volga;Északi-tenger;Missouri;Indiai-óceán;3
Hova torkollik következo folyó: Pecos?;Nílus;Pó;Rio Grande;Atlanti-óceán;3
Hova torkollik következo folyó: Sonora?;Atlanti-óceán;Ob-Irtis;Kelet-Szibériai-tenger;Kaliforniai-öböl;4
Hova torkollik következo folyó: San Juan?;Mississippi;Mexikói-öböl;Karib-tenger;Niger;3
Hova torkollik következo folyó: Guaviare?;Kelet-Kínai-tenger;Orinoco;Niger;Rio Grande;2
Hova torkollik következo folyó: Amazonas?;Atlanti-óceán;Csendes-óceán;Földközi-tenger;Rajna;1
Hova torkollik következo folyó: Japurá?;Amazonas;Fekete-tenger;Duna;Atlanti-óceán;1
Hova torkollik következo folyó: Paraná?;Paraguay;Amazonas;Atlanti-óceán;Duna;3
Hova torkollik következo folyó: Bermejo?;Zaire;Atlanti-óceán;Mexikói-öböl;Paraguay;4
Hova torkollik következo folyó: Sao Francisco?;Kaszpi-tenger;Volga;Atlanti-óceán;Paraguay;3
Hova torkollik következo folyó: Murrumbidge?;Kelet-Kínai-tenger;Mississippi;Rio Grande;Murray;4
Hova torkollik következo folyó: Limpopo?;Mississippi;Benini-öböl;Indiai-óceán;Kara-terger;3
Hova torkollik következo folyó: Okavango?;Guineai-öböl;Mexikói-öböl;Zaire;Okavaggo-mocsárvidék;4
Hova torkollik következo folyó: Nílus?;Földközi-tenger;Atlanti-óceán;Sárga-tenger;Rio Grande;1
Hova torkollik következo folyó: Ubangi?;Atlanti-óceán;Kaszpi-tenger;Duna;Zaire;4
Hova torkollik következo folyó: Aruwimi?;Zaire;Orinoco;Dél-Kínai-tenger;Atlanti-óceán;1
Hova torkollik következo folyó: Niger?;Nílus;Guineai-öböl;Atlanti-óceán;Pó;2
Hova torkollik következo folyó: Jangce?;Fehér-Nílus;Kelet-Kínai-tenger;Loire;Atlanti-óceán;2
Hova torkollik következo folyó: Ob-Irtis?;Ob-öböl;Adriai-tenger;Indiai-óceán;Rajna;1
Hova torkollik következo folyó: Szir-darja-Nasin?;Indiai-óceán;Aral-tó;Mississippi;Niger;2
Hova torkollik következo folyó: Amu-darja?;Fekete-tenger;Aral-tó;Atlanti-óceán;Jangce;2
Hova torkollik következo folyó: Olenyok?;Laptyev-tenger;Csendes-óceán;Atlanti-óceán;Zaire;1
Hova torkollik következo folyó: Jana?;Laptyev-tenger;Fekete-tenger;Atlanti-óceán;Amazonas;1
Hova torkollik következo folyó: Visztula?;Balti-tenger;Atlanti-óceán;Fekete-tenger;Duna;1
Hova torkollik következo folyó: Elba?;Amazonas;Atlanti-óceán;Ob-Irtis;Északi-tenger;4
Hova torkollik következo folyó: Nytra?;Fehér-Nílus;Atlanti-óceán;Duna;Rajna;3
Hova torkollik következo folyó: Dvina?;Benini-öböl;Balti-tenger;Kara-terger;Missouri;2
Hova torkollik következo folyó: Káma?;Zaire;Csendes-óceán;Volga;Atlanti-óceán;3
Hova torkollik következo folyó: Loire?;Mozambiki-csatorna;Atlanti-óceán;Mexikói-öböl;Fehér-Nílus;2
Hova torkollik következo folyó: Mosel?;Ob-Irtis;Atlanti-óceán;Északi-tenger;Rajna;4
Hova torkollik következo folyó: Maas?;Indiai-óceán;Ohotszki-tenger;Atlanti-óceán;Rajna;4
Milyen hosszú a következo folyó: Nelson?;731 km.;2860 km.;1580 km.;1550 km.;1
Milyen hosszú a következo folyó: Hudson?;2084 km.;4400 km.;520 km.;2750 km.;3
Milyen hosszú a következo folyó: Szent Lorinc-folyó?;2285 km.;2534 km.;3770 km.;1420 km.;3
Milyen hosszú a következo folyó: Red River?;2030 km.;2720 km.;1966 km.;830 km.;3
Milyen hosszú a következo folyó: Cauca?;6212 km.;3000 km.;1000 km.;6300 km.;3
Milyen hosszú a következo folyó: Rio Negro?;1550 km.;2897 km.;6296 km.;2413 km.;1
Milyen hosszú a következo folyó: Putumayo?;1360 km.;1580 km.;2736 km.;2570 km.;2
Milyen hosszú a következo folyó: Darling?;2720 km.;6690 km.;1010 km.;500 km.;1
Milyen hosszú a következo folyó: Murrumbidge?;2860 km.;2070 km.;2414 km.;6296 km.;2
Milyen hosszú a következo folyó: Nílus?;1450 km.;6690 km.;6296 km.;1550 km.;2
Milyen hosszú a következo folyó: Jangce?;2736 km.;1360 km.;6300 km.;2570 km.;3
Milyen hosszú a következo folyó: Sárga-folyó?;2650 km.;1000 km.;4667 km.;2092 km.;3
Milyen hosszú a következo folyó: Indus?;1689 km.;6300 km.;2897 km.;1966 km.;3
Milyen hosszú a következo folyó: Amu-darja?;2900 km.;2549 km.;3690 km.;2540 km.;4
Milyen hosszú a következo folyó: Salween?;2413 km.;2750 km.;4400 km.;2273 km.;1
Milyen hosszú a következo folyó: Don?;6212 km.;1967 km.;1600 km.;1966 km.;2
Milyen hosszú a következo folyó: Káma?;2860 km.;3690 km.;2030 km.;1650 km.;3
Milyen hosszú a következo folyó: Pecsora?;1550 km.;2414 km.;2860 km.;1814 km.;4
